dataset,type,model,rho,r
ENSG00000132975,GPCR,LG,0.9999398994271548,0.9999954174042985
ENSG00000132975,GPCR,WAG,0.9999488917419022,0.9999967418659844
ENSG00000132975,GPCR,JTT,0.9999625509560326,0.9999964357962083
ENSG00000132975,GPCR,gcpREV,0.999953558648256,0.9999940168080631
ENSG00000132975,GPCR,mtMet,0.9999084832186222,0.9999929902554858
ENSG00000132975,GPCR,HIVb,0.9999253295913136,0.9999950890037947
ENSG00000132975,GPCR,JC,0.9995116820681105,0.9999903339985144
ENSG00000133019,GPCR,LG,0.9999816235097218,0.9999988760001132
ENSG00000133019,GPCR,WAG,0.9999928468695678,0.9999993137139543
ENSG00000133019,GPCR,JTT,0.9999945998908043,0.999999517063939
ENSG00000133019,GPCR,gcpREV,0.9999860765832653,0.9999987379034317
ENSG00000133019,GPCR,mtMet,0.9999894617261619,0.9999987956315424
ENSG00000133019,GPCR,HIVb,0.9999899050207532,0.9999988687773805
ENSG00000133019,GPCR,JC,0.9999834772691756,0.9999994291176085
ENSG00000133800,GPCR,LG,0.9997578412237186,0.9999927621191438
ENSG00000133800,GPCR,WAG,0.999867154166862,0.9999960293438868
ENSG00000133800,GPCR,JTT,0.9998435083299366,0.9999964817476901
ENSG00000133800,GPCR,gcpREV,0.9997666450769084,0.9999924166546638
ENSG00000133800,GPCR,mtMet,0.9998427746781742,0.9999913638982182
ENSG00000133800,GPCR,HIVb,0.9997902345698977,0.999993968408596
ENSG00000133800,GPCR,JC,0.9998568831474666,0.9999780142629477
ENSG00000134061,GPCR,LG,0.9999404170129621,0.9999972580554791
ENSG00000134061,GPCR,WAG,0.9999561090365867,0.999998940212246
ENSG00000134061,GPCR,JTT,0.9999473924151034,0.9999989313505138
ENSG00000134061,GPCR,gcpREV,0.9999317428587786,0.9999978575579658
ENSG00000134061,GPCR,mtMet,0.9998820868249656,0.9999970002126434
ENSG00000134061,GPCR,HIVb,0.9999357879746129,0.9999984668525443
ENSG00000134061,GPCR,JC,0.9999242895443061,0.9999986065740133
ENSG00000134489,GPCR,LG,0.9996392142949216,0.9999648937587917
ENSG00000134489,GPCR,WAG,0.9997512568755096,0.9999811408414143
ENSG00000134489,GPCR,JTT,0.9996838534935618,0.999979859214516
ENSG00000134489,GPCR,gcpREV,0.9995842558297298,0.9999667186851044
ENSG00000134489,GPCR,mtMet,0.9997472760872578,0.9999727360014182
ENSG00000134489,GPCR,HIVb,0.9996169139005882,0.9999769232517882
ENSG00000134489,GPCR,JC,0.9996086428176635,0.9999727871046459
ENSG00000134853,GPCR,LG,0.9999941911627783,0.999999102666871
ENSG00000134853,GPCR,WAG,0.9999946001924771,0.9999994890010488
ENSG00000134853,GPCR,JTT,0.9999957601282887,0.9999995740784046
ENSG00000134853,GPCR,gcpREV,0.9999918651847873,0.9999991500080441
ENSG00000134853,GPCR,mtMet,0.999992057491044,0.9999988580052811
ENSG00000134853,GPCR,HIVb,0.999993495201058,0.9999993453619238
ENSG00000134853,GPCR,JC,0.9999848384065162,0.9999985317979759
ENSG00000135218,GPCR,LG,0.9999758081379726,0.9999990229799169
ENSG00000135218,GPCR,WAG,0.9999793315365932,0.9999994575493346
ENSG00000135218,GPCR,JTT,0.9999680692678585,0.9999992700591658
ENSG00000135218,GPCR,gcpREV,0.9999703028360302,0.9999987817920756
ENSG00000135218,GPCR,mtMet,0.9999642312938559,0.9999980069704354
ENSG00000135218,GPCR,HIVb,0.9999691703256537,0.9999986253100479
ENSG00000135218,GPCR,JC,0.9999552025379946,0.9999989211730217
ENSG00000135312,GPCR,LG,0.9999921651727657,0.999998756282048
ENSG00000135312,GPCR,WAG,0.9999945992938492,0.9999992525670891
ENSG00000135312,GPCR,JTT,0.9999837218115519,0.9999991828408002
ENSG00000135312,GPCR,gcpREV,0.9999919369733096,0.9999984149842291
ENSG00000135312,GPCR,mtMet,0.9999814398253389,0.9999973694024508
ENSG00000135312,GPCR,HIVb,0.9999902635149258,0.9999979151147627
ENSG00000135312,GPCR,JC,0.9999846345841957,0.9999993112050178
ENSG00000135409,GPCR,LG,0.9999629375754389,0.9999967693966787
ENSG00000135409,GPCR,WAG,0.9999675703775054,0.9999982534367002
ENSG00000135409,GPCR,JTT,0.9999732096228161,0.9999984330694556
ENSG00000135409,GPCR,gcpREV,0.9999609726248125,0.999996316636198
ENSG00000135409,GPCR,mtMet,0.9999580012459199,0.9999963556903223
ENSG00000135409,GPCR,HIVb,0.9998240813241437,0.9999081225665487
ENSG00000135409,GPCR,JC,0.9999200599773828,0.9998929331904455
ENSG00000135577,GPCR,LG,0.9999926736710426,0.9999985936017265
ENSG00000135577,GPCR,WAG,0.9999852922455975,0.9999991702129579
ENSG00000135577,GPCR,JTT,0.9999856778460868,0.999999151128666
ENSG00000135577,GPCR,gcpREV,0.9999907456912654,0.9999980378715303
ENSG00000135577,GPCR,mtMet,0.9999859532837201,0.9999979610420717
ENSG00000135577,GPCR,HIVb,0.9999883219437395,0.9999980118120513
ENSG00000135577,GPCR,JC,0.9999787921943042,0.9999993901064242
ENSG00000135898,GPCR,LG,0.9999220308390102,0.9999958562780014
ENSG00000135898,GPCR,WAG,0.9999433028697173,0.9999978531969951
ENSG00000135898,GPCR,JTT,0.9999503370470519,0.9999979828903824
ENSG00000135898,GPCR,gcpREV,0.9998553332822911,0.9999950606047622
ENSG00000135898,GPCR,mtMet,0.9999247428034602,0.9999939398728759
ENSG00000135898,GPCR,HIVb,0.999886944745318,0.9999949592032915
ENSG00000135898,GPCR,JC,0.9999158440843483,0.9999980051727829
ENSG00000135914,GPCR,LG,0.9999849101791579,0.999999504163495
ENSG00000135914,GPCR,WAG,0.9999812254505286,0.9999996645636182
ENSG00000135914,GPCR,JTT,0.9999780378744643,0.999999615576334
ENSG00000135914,GPCR,gcpREV,0.9999712532971862,0.999999281388505
ENSG00000135914,GPCR,mtMet,0.9999651705920339,0.9999991760326268
ENSG00000135914,GPCR,HIVb,0.9999510458237993,0.9999992721663815
ENSG00000135914,GPCR,JC,0.9999830677936148,0.9999996896879081
ENSG00000135960,GPCR,LG,0.9999566836128126,0.9999840270247703
ENSG00000135960,GPCR,WAG,0.9999737373067651,0.9999887595718624
ENSG00000135960,GPCR,JTT,0.9999722365909044,0.9999912389414565
ENSG00000135960,GPCR,gcpREV,0.9999537162776446,0.9999886133838372
ENSG00000135960,GPCR,mtMet,0.9999561037916472,0.9999825748210978
ENSG00000135960,GPCR,HIVb,0.9999729187237902,0.9999804600605926
ENSG00000135960,GPCR,JC,0.9999169143179204,0.9999875752500164
ENSG00000135973,GPCR,LG,0.9999515558045577,0.9999952132083989
ENSG00000135973,GPCR,WAG,0.9999792759137612,0.9999989366732709
ENSG00000135973,GPCR,JTT,0.9999825759365852,0.9999988909629269
ENSG00000135973,GPCR,gcpREV,0.99997135588062,0.9999979156835128
ENSG00000135973,GPCR,mtMet,0.9999482557778134,0.9999952190925564
ENSG00000135973,GPCR,HIVb,0.9999853479427985,0.9999984611413966
ENSG00000135973,GPCR,JC,0.9999363096631326,0.9999987658504265
ENSG00000136869,GPCR,LG,0.9998373517485897,0.9999925042036238
ENSG00000136869,GPCR,WAG,0.9999259916844783,0.999991216556036
ENSG00000136869,GPCR,JTT,0.9998997448557551,0.9999946375621663
ENSG00000136869,GPCR,gcpREV,0.9999056410416088,0.9999942919083604
ENSG00000136869,GPCR,mtMet,0.9998618929854973,0.9999917548023657
ENSG00000136869,GPCR,HIVb,0.9998746620905962,0.99999446865916
ENSG00000136869,GPCR,JC,0.9998988692553377,0.9998924288831071
ENSG00000137070,GPCR,LG,0.9997286957411726,0.9999737088039001
ENSG00000137070,GPCR,WAG,0.9997853934393355,0.9999425339145065
ENSG00000137070,GPCR,JTT,0.999679533389445,0.9997522305065811
ENSG00000137070,GPCR,gcpREV,0.9996720587525161,0.9998796012519205
ENSG00000137070,GPCR,mtMet,0.9995814517017665,0.9999225432940313
ENSG00000137070,GPCR,HIVb,0.9995467527280558,0.9999786298504106
ENSG00000137070,GPCR,JC,0.9996810516711028,0.9999856932823638
ENSG00000137101,GPCR,LG,0.9995456564485429,0.9998752250306219
ENSG00000137101,GPCR,WAG,0.9996244574839513,0.9999663839508346
ENSG00000137101,GPCR,JTT,0.9996464925249997,0.9999732246542254
ENSG00000137101,GPCR,gcpREV,0.9993797912214867,0.999879645531008
ENSG00000137101,GPCR,mtMet,0.9996102553120507,0.9999390644565965
ENSG00000137101,GPCR,HIVb,0.9995758685334513,0.9999659030617583
ENSG00000137101,GPCR,JC,0.9997210750396555,0.9997432938722373
ENSG00000137462,GPCR,LG,0.9999544339654064,0.9999980654999912
ENSG00000137462,GPCR,WAG,0.9999668425169542,0.999998866126964
ENSG00000137462,GPCR,JTT,0.9999652484085274,0.9999989865354408
ENSG00000137462,GPCR,gcpREV,0.9999432688293909,0.9999977163892058
ENSG00000137462,GPCR,mtMet,0.9999570993227402,0.9999975595083613
ENSG00000137462,GPCR,HIVb,0.999955358556492,0.9999984272035221
ENSG00000137462,GPCR,JC,0.9999176227592576,0.9999981871747596
ENSG00000137872,GPCR,LG,0.999905601778373,0.999995970391431
ENSG00000137872,GPCR,WAG,0.9999448957082736,0.9999978171895186
ENSG00000137872,GPCR,JTT,0.9998966346027361,0.9999968340570589
ENSG00000137872,GPCR,gcpREV,0.9998643578359682,0.9999937197237729
ENSG00000137872,GPCR,mtMet,0.9999109371480212,0.9999958853120073
ENSG00000137872,GPCR,HIVb,0.999871255386623,0.9999956758853968
ENSG00000137872,GPCR,JC,0.999945051542361,0.9999977623465535
ENSG00000138271,GPCR,LG,0.999984966873058,0.9999968340797536
ENSG00000138271,GPCR,WAG,0.9999869888737288,0.9999978265290752
ENSG00000138271,GPCR,JTT,0.999977845916253,0.9999976640961401
ENSG00000138271,GPCR,gcpREV,0.9999825053053358,0.9999964418721972
ENSG00000138271,GPCR,mtMet,0.9999824173969308,0.9999950206141979
ENSG00000138271,GPCR,HIVb,0.9999858460008001,0.9999976054834259
ENSG00000138271,GPCR,JC,0.9999813624244236,0.9999980584030426
ENSG00000139193,GPCR,LG,0.9996756221564934,0.9999922695674273
ENSG00000139193,GPCR,WAG,0.9997821145052219,0.9999957186161276
ENSG00000139193,GPCR,JTT,0.9998015965027727,0.9999953524073124
ENSG00000139193,GPCR,gcpREV,0.9995463012917984,0.9999770055980305
ENSG00000139193,GPCR,mtMet,0.9996813591264603,0.9999899465519021
ENSG00000139193,GPCR,HIVb,0.9997589277125556,0.9999916563057835
ENSG00000139193,GPCR,JC,0.9997939469650371,0.9999957529878617
ENSG00000139514,GPCR,LG,0.9994851973967559,0.9999666936731245
ENSG00000139514,GPCR,WAG,0.9994913490157082,0.9999765088736036
ENSG00000139514,GPCR,JTT,0.9994935514611701,0.9999716401437685
ENSG00000139514,GPCR,gcpREV,0.999342367586306,0.9999590594172196
ENSG00000139514,GPCR,mtMet,0.9993017613555204,0.999950608643859
ENSG00000139514,GPCR,HIVb,0.9993892517755179,0.9999532969149196
ENSG00000139514,GPCR,JC,0.9996716317834817,0.9999565427624975
ENSG00000139572,GPCR,LG,0.9998380390798962,0.999996013837679
ENSG00000139572,GPCR,WAG,0.9998844435956719,0.9999974916538797
ENSG00000139572,GPCR,JTT,0.9998857073185381,0.9999969372798048
ENSG00000139572,GPCR,gcpREV,0.9998170609679343,0.99999390653254006
ENSG00000139572,GPCR,mtMet,0.9998807534561834,0.9999926862111853
ENSG00000139572,GPCR,HIVb,0.999857753373802,0.9999950540526956
ENSG00000139572,GPCR,JC,0.9998007833001044,0.9999971752770319
ENSG00000139636,GPCR,LG,0.9999953261511866,0.9999998770974726
ENSG00000139636,GPCR,WAG,0.9999929224532664,0.9999999033701834
ENSG00000139636,GPCR,JTT,0.9999976853309459,0.9999998437197262
ENSG00000139636,GPCR,gcpREV,0.9999947474839556,0.9999998172618357
ENSG00000139636,GPCR,mtMet,0.9999956377405401,0.9999996838413517
ENSG00000139636,GPCR,HIVb,0.999996127381553,0.9999998344953016
ENSG00000139636,GPCR,JC,0.999992254756599,0.9999997784163109
ENSG00000139679,GPCR,LG,0.9999922561748725,0.9999979594360665
ENSG00000139679,GPCR,WAG,0.9999963558437704,0.9999989459062204
ENSG00000139679,GPCR,JTT,0.9999984056830569,0.9999988591958582
ENSG00000139679,GPCR,gcpREV,0.9999920284153091,0.9999981120432206
ENSG00000139679,GPCR,mtMet,0.9999921422923869,0.999999304096277
ENSG00000139679,GPCR,HIVb,0.9999956725682968,0.9999978176667418
ENSG00000139679,GPCR,JC,0.9999941921305319,0.9999996693484071
ENSG00000139874,GPCR,LG,0.9999906145062637,0.9999996087795564
ENSG00000139874,GPCR,WAG,0.9999949720563716,0.9999998252810043
ENSG00000139874,GPCR,JTT,0.9999972066967884,0.9999998509108194
ENSG00000139874,GPCR,gcpREV,0.999993966466989,0.9999996105513851
ENSG00000139874,GPCR,mtMet,0.9999919552910832,0.9999995385328425
ENSG00000139874,GPCR,HIVb,0.9999954189846947,0.9999996518171252
ENSG00000139874,GPCR,JC,0.9999707260218824,0.9999998638610128
ENSG00000140749,GPCR,LG,0.9998518464471925,0.9999968618155004
ENSG00000140749,GPCR,WAG,0.9999474828726592,0.9999984631473993
ENSG00000140749,GPCR,JTT,0.999878381545837,0.9999980986996418
ENSG00000140749,GPCR,gcpREV,0.9998853837359891,0.9999954183075476
ENSG00000140749,GPCR,mtMet,0.9998328666068822,0.9999940680784349
ENSG00000140749,GPCR,HIVb,0.9998551633172481,0.9999963171301358
ENSG00000140749,GPCR,JC,0.9998317608594113,0.9999982923288147
ENSG00000144476,GPCR,LG,0.9999903777053651,0.9999992407244106
ENSG00000144476,GPCR,WAG,0.9999946719534405,0.999999559371079
ENSG00000144476,GPCR,JTT,0.999994115294112,0.9999995862380514
ENSG00000144476,GPCR,gcpREV,0.9999871967854898,0.9999989977481357
ENSG00000144476,GPCR,mtMet,0.9999810735014547,0.9999989192001962
ENSG00000144476,GPCR,HIVb,0.9999968986007074,0.9999989866121243
ENSG00000144476,GPCR,JC,0.9999911729173142,0.9999980054817408
ENSG00000144648,GPCR,LG,0.99986559383317,0.9999940255976035
ENSG00000144648,GPCR,WAG,0.9998842144815236,0.9999958675604282
ENSG00000144648,GPCR,JTT,0.9998646354128771,0.9999954926798548
ENSG00000144648,GPCR,gcpREV,0.9998055788820496,0.9999919645459036
ENSG00000144648,GPCR,mtMet,0.9997759138107053,0.999990184311421
ENSG00000144648,GPCR,HIVb,0.9997867755571933,0.9999927218018582
ENSG00000144648,GPCR,JC,0.9998237426260014,0.9999927611503194
ENSG00000144891,GPCR,LG,0.9999716647443708,0.9999984999560804
ENSG00000144891,GPCR,WAG,0.9999675869600259,0.9999993211163583
ENSG00000144891,GPCR,JTT,0.999967586973582,0.9999987959100105
ENSG00000144891,GPCR,gcpREV,0.999953576171778,0.9999973778825006
ENSG00000144891,GPCR,mtMet,0.9999575493911789,0.9999975024421838
ENSG00000144891,GPCR,HIVb,0.9999736513408266,0.9999983196647526
ENSG00000144891,GPCR,JC,0.9999803430534987,0.9999993682652734
ENSG00000146904,GPCR,LG,0.9999893995604626,0.9999993799625798
ENSG00000146904,GPCR,WAG,0.9999876405042378,0.9999995649905968
ENSG00000146904,GPCR,JTT,0.9999859417369903,0.9999995094100702
ENSG00000146904,GPCR,gcpREV,0.9999793452772793,0.9999990960029859
ENSG00000146904,GPCR,mtMet,0.9999870340559356,0.9999990294378591
ENSG00000146904,GPCR,HIVb,0.9999790473741901,0.9999989870885035
ENSG00000146904,GPCR,JC,0.9999670034532349,0.9999989105925606
ENSG00000147145,GPCR,LG,0.9999878010135375,0.9999999068445597
ENSG00000147145,GPCR,WAG,0.9999965956297934,0.9999999728370316
ENSG00000147145,GPCR,JTT,0.9999970211773119,0.9999999783953365
ENSG00000147145,GPCR,gcpREV,0.999997021178157,0.999999957087596
ENSG00000147145,GPCR,mtMet,0.9999951771449271,0.9999999407366416
ENSG00000147145,GPCR,HIVb,0.999998014118483,0.9999999787901379
ENSG00000147145,GPCR,JC,0.9999958863807503,0.9999999249362088
ENSG00000147155,GPCR,LG,0.9999432038863477,0.9999981631470723
ENSG00000147155,GPCR,WAG,0.9999246359424754,0.9999987203363394
ENSG00000147155,GPCR,JTT,0.999932063035915,0.9999989993722259
ENSG00000147155,GPCR,gcpREV,0.9999134951498304,0.9999973812003211
ENSG00000147155,GPCR,mtMet,0.9998612863842231,0.9999973963305023
ENSG00000147155,GPCR,HIVb,0.9999322814975137,0.9999967302606001
ENSG00000147155,GPCR,JC,0.9998885917517782,0.9999969200501208
ENSG00000147262,GPCR,LG,0.9999901490036116,0.9999994403024114
ENSG00000147262,GPCR,WAG,0.9999881219020138,0.9999996057351943
ENSG00000147262,GPCR,JTT,0.999989864496874,0.9999996907597558
ENSG00000147262,GPCR,gcpREV,0.999986841627968,0.9999993371557803
ENSG00000147262,GPCR,mtMet,0.9999919627192182,0.9999991360735684
ENSG00000147262,GPCR,HIVb,0.9999820761622503,0.9999994965884105
ENSG00000147262,GPCR,JC,0.9999864148699664,0.99999963483665
ENSG00000147380,GPCR,LG,0.9999844661564948,0.9999978301696555
ENSG00000147380,GPCR,WAG,0.9999835072734075,0.9999987161550655
ENSG00000147380,GPCR,JTT,0.9999839387767553,0.9999989955904316
ENSG00000147380,GPCR,gcpREV,0.999976075973504,0.9999979896669425
ENSG00000147380,GPCR,mtMet,0.9999817813033406,0.9999975257812919
ENSG00000147380,GPCR,HIVb,0.9999756924219863,0.9999974704776533
ENSG00000147380,GPCR,JC,0.9999783291718164,0.9999914155987459
ENSG00000147434,GPCR,LG,0.9999865844341044,0.9999992237455382
ENSG00000147434,GPCR,WAG,0.99999184188488,0.9999993825149431
ENSG00000147434,GPCR,JTT,0.9999893642376378,0.9999993879022361
ENSG00000147434,GPCR,gcpREV,0.9999885786429346,0.9999989740189681
ENSG00000147434,GPCR,mtMet,0.9999835931294316,0.9999985877169322
ENSG00000147434,GPCR,HIVb,0.9999792421361315,0.9999988802566752
ENSG00000147434,GPCR,JC,0.9999798162024821,0.999999778029511
ENSG00000148604,GPCR,LG,0.9999606927199771,0.9999973865907879
ENSG00000148604,GPCR,WAG,0.9999762146418091,0.9999988887110077
ENSG00000148604,GPCR,JTT,0.9999267455552524,0.9999947756102915
ENSG00000148604,GPCR,gcpREV,0.999952764299157,0.9999986698241291
ENSG00000148604,GPCR,mtMet,0.999926298931089,0.9999979897451111
ENSG00000148604,GPCR,HIVb,0.9999605810907151,0.9999986639182235
ENSG00000148604,GPCR,JC,0.9999026251022765,0.9999979214045533
ENSG00000149534,GPCR,LG,0.9997499289381785,0.9999887267382502
ENSG00000149534,GPCR,WAG,0.999795080629183,0.9999937094471356
ENSG00000149534,GPCR,JTT,0.9998519023189203,0.9999937260253312
ENSG00000149534,GPCR,gcpREV,0.9997046382903083,0.9999888881306234
ENSG00000149534,GPCR,mtMet,0.9997474282275598,0.9999879045217521
ENSG00000149534,GPCR,HIVb,0.9997631271659896,0.9999903194258445
ENSG00000149534,GPCR,JC,0.9996216968461823,0.999988720340096
ENSG00000150048,GPCR,LG,0.9999535347447618,0.9999985153041092
ENSG00000150048,GPCR,WAG,0.9999709260375742,0.9999990828734698
ENSG00000150048,GPCR,JTT,0.9999480916237361,0.9999992951614837
ENSG00000150048,GPCR,gcpREV,0.9999681380854311,0.9999981854532701
ENSG00000150048,GPCR,mtMet,0.9999466313495418,0.9999978643375022
ENSG00000150048,GPCR,HIVb,0.9999585795659013,0.999998838257492
ENSG00000150048,GPCR,JC,0.9999544637419537,0.9999990682137607
ENSG00000150637,GPCR,LG,0.999888944011606,0.9999982040080783
ENSG00000150637,GPCR,WAG,0.9999494708831734,0.9999988351663042
ENSG00000150637,GPCR,JTT,0.9999406215204251,0.9999989046267185
ENSG00000150637,GPCR,gcpREV,0.9999127224227267,0.9999978687485922
ENSG00000150637,GPCR,mtMet,0.999904278417001,0.9999966980666772
ENSG00000150637,GPCR,HIVb,0.9999304211546801,0.9999982103404792
ENSG00000150637,GPCR,JC,0.9999283944896549,0.9999983313716139
ENSG00000151577,GPCR,LG,0.9998729274667846,0.999993683391167
ENSG00000151577,GPCR,WAG,0.9998899184842415,0.9999962499220056
ENSG00000151577,GPCR,JTT,0.9998873986407802,0.999995529295386
ENSG00000151577,GPCR,gcpREV,0.9998309898581893,0.9999924332808866
ENSG00000151577,GPCR,mtMet,0.999740203275014,0.9999876026662979
ENSG00000151577,GPCR,HIVb,0.9998092471331789,0.9999922228873728
ENSG00000151577,GPCR,JC,0.9999033814581907,0.9999969776507843
ENSG00000151617,GPCR,LG,0.9999956978779903,0.9999997485702065
ENSG00000151617,GPCR,WAG,0.9999952345722343,0.9999998511160633
ENSG00000151617,GPCR,JTT,0.9999978820318285,0.9999998372968919
ENSG00000151617,GPCR,gcpREV,0.9999927856704108,0.9999997785743511
ENSG00000151617,GPCR,mtMet,0.9999937784693032,0.9999996045614926
ENSG00000151617,GPCR,HIVb,0.999992057621427,0.9999996843215073
ENSG00000151617,GPCR,JC,0.9999917266728022,0.9999996569678529
ENSG00000153563,GPCR,LG,0.9999286843732181,0.999998702151784
ENSG00000153563,GPCR,WAG,0.9999504453030269,0.9999993246682435
ENSG00000153563,GPCR,JTT,0.9999467825873555,0.9999989044157288
ENSG00000153563,GPCR,gcpREV,0.9999303002787325,0.9999422381356042
ENSG00000153563,GPCR,mtMet,0.9999208202718726,0.999994508455826
ENSG00000153563,GPCR,HIVb,0.9999415039055088,0.9999979895716993
ENSG00000153563,GPCR,JC,0.9999591712179396,0.9998872874907248
ENSG00000154165,GPCR,LG,0.9999794352389397,0.9999986341310857
ENSG00000154165,GPCR,WAG,0.999977787405452,0.9999991712483697
ENSG00000154165,GPCR,JTT,0.9999769964540353,0.9999990537619108
ENSG00000154165,GPCR,gcpREV,0.9999410740189505,0.9999974944546365
ENSG00000154165,GPCR,mtMet,0.9999667799882903,0.999997638608684
ENSG00000154165,GPCR,HIVb,0.9999822035651484,0.9999985108347192
ENSG00000154165,GPCR,JC,0.9999621660828626,0.9999986734477814
ENSG00000154309,GPCR,LG,0.999914568576178,0.9999950328254956
ENSG00000154309,GPCR,WAG,0.9999094116657479,0.9999961061850464
ENSG00000154309,GPCR,JTT,0.9999279403049866,0.9999967028867242
ENSG00000154309,GPCR,gcpREV,0.9998880733484198,0.9999927911533627
ENSG00000154309,GPCR,mtMet,0.999897715082632,0.999994164628308
ENSG00000154309,GPCR,HIVb,0.9999122921466522,0.9999954886501041
ENSG00000154309,GPCR,JC,0.9998915219623572,0.999996803673635
ENSG00000155249,GPCR,LG,0.9999904976325302,0.9999995647666012
ENSG00000155249,GPCR,WAG,0.999970629020651,0.9999998216983794
ENSG00000155249,GPCR,JTT,0.9999904976294345,0.9999997858002351
ENSG00000155249,GPCR,gcpREV,0.9999889858922473,0.9999995779443452
ENSG00000155249,GPCR,mtMet,0.9999915774488368,0.9999990225885834
ENSG00000155249,GPCR,HIVb,0.9999812112158313,0.9999995742964628
ENSG00000155249,GPCR,JC,0.9999881220021845,0.9999962883035342
ENSG00000156097,GPCR,LG,0.9999768606694429,0.999999081713935
ENSG00000156097,GPCR,WAG,0.9999942448355404,0.9999994784266041
ENSG00000156097,GPCR,JTT,0.9999933548627871,0.9999995739729807
ENSG00000156097,GPCR,gcpREV,0.9999786999632341,0.9999990681975862
ENSG00000156097,GPCR,mtMet,0.9999814885441451,0.9999985903627867
ENSG00000156097,GPCR,HIVb,0.9999970334208872,0.9999993061695547
ENSG00000156097,GPCR,JC,0.9999881336779225,0.9999996303872073
ENSG00000157219,GPCR,LG,0.999934516879647,0.999996535306047
ENSG00000157219,GPCR,WAG,0.9999568168565384,0.9999984099243671
ENSG00000157219,GPCR,JTT,0.999965749163164,0.9999981474382513
ENSG00000157219,GPCR,gcpREV,0.9999457900757721,0.9999966757120039
ENSG00000157219,GPCR,mtMet,0.9999258309856024,0.9999930882725555
ENSG00000157219,GPCR,HIVb,0.9999317447940618,0.9999955513167939
ENSG00000157219,GPCR,JC,0.999940923196281,0.9999968752373654
ENSG00000158869,GPCR,LG,0.9990611393443273,0.9996486475935518
ENSG00000158869,GPCR,WAG,0.9996202361392785,0.9999639509950199
ENSG00000158869,GPCR,JTT,0.9992668447688848,0.9999640549851718
ENSG00000158869,GPCR,gcpREV,0.9992523389141887,0.9999445393087529
ENSG00000158869,GPCR,mtMet,0.9995885891508851,0.9998998885614435
ENSG00000158869,GPCR,HIVb,0.9993617857340652,0.9999376976005365
ENSG00000158869,GPCR,JC,0.9989622384012122,0.9999635667372341
ENSG00000159164,GPCR,LG,0.999998653780477,0.9999999262824991
ENSG00000159164,GPCR,WAG,0.9999978592902666,0.9999999634532154
ENSG00000159164,GPCR,JTT,0.9999984772268281,0.999999956485755
ENSG00000159164,GPCR,gcpREV,0.9999983006737169,0.9999998681074843
ENSG00000159164,GPCR,mtMet,0.9999987199879671,0.9999999057729747
ENSG00000159164,GPCR,HIVb,0.999998057912862,0.9999998030309678
ENSG00000159164,GPCR,JC,0.9999964468618203,0.9999999818464539
ENSG00000159346,GPCR,LG,0.9998146488833066,0.9999959183228512
ENSG00000159346,GPCR,WAG,0.9998886202289323,0.9999972990069413
ENSG00000159346,GPCR,JTT,0.9999196529375726,0.9999981594047992
ENSG00000159346,GPCR,gcpREV,0.9999145832901254,0.999996431614364
ENSG00000159346,GPCR,mtMet,0.9998640399492226,0.9999950997157763
ENSG00000159346,GPCR,HIVb,0.9999153514455155,0.9999960913320607
ENSG00000159346,GPCR,JC,0.9998711025579996,0.9999968212635042
ENSG00000160654,GPCR,LG,0.9998740800084677,0.9999861549143305
ENSG00000160654,GPCR,WAG,0.999865867712716,0.9999914675543178
ENSG00000160654,GPCR,JTT,0.9998704301536406,0.9999895791908454
ENSG00000160654,GPCR,gcpREV,0.9997454223935222,0.9999840406379329
ENSG00000160654,GPCR,mtMet,0.9997997137595861,0.9999826559600542
ENSG00000160654,GPCR,HIVb,0.9998111198403551,0.9999899749296591
ENSG00000160654,GPCR,JC,0.9996418575058466,0.9999864145437548
ENSG00000161649,GPCR,LG,0.9997902461211943,0.9995861710277406
ENSG00000161649,GPCR,WAG,0.9997555101074155,0.9988071272207482
ENSG00000161649,GPCR,JTT,0.9998080150593757,0.9995958411832352
ENSG00000161649,GPCR,gcpREV,0.999674493617338,0.9994263051519494
ENSG00000161649,GPCR,mtMet,0.9997559897354423,0.9998768440607503
ENSG00000161649,GPCR,HIVb,0.9997830930469311,0.9996640447994672
ENSG00000161649,GPCR,JC,0.9997494663270355,0.9998568320302857
ENSG00000161911,GPCR,LG,0.9994939053969377,0.9999649328557769
ENSG00000161911,GPCR,WAG,0.9996740714811179,0.9999330537804381
ENSG00000161911,GPCR,JTT,0.9997209999676265,0.9999882185955814
ENSG00000161911,GPCR,gcpREV,0.9994934680571913,0.9999614990380534
ENSG00000161911,GPCR,mtMet,0.9996127035214022,0.9996984166011141
ENSG00000161911,GPCR,HIVb,0.9995811989448304,0.9998482017897546
ENSG00000161911,GPCR,JC,0.9998355859051032,0.9999698715642072
ENSG00000162594,GPCR,LG,0.9997786615883456,0.9999585980262047
ENSG00000162594,GPCR,WAG,0.9998615418732181,0.9999937262701846
ENSG00000162594,GPCR,JTT,0.9998476362610413,0.9999285381793508
ENSG00000162594,GPCR,gcpREV,0.9998385771252816,0.9999902956491037
ENSG00000162594,GPCR,mtMet,0.9997718694402381,0.9999498171575161
ENSG00000162594,GPCR,HIVb,0.9997400151339056,0.9997751726690279
ENSG00000162594,GPCR,JC,0.9997200394881437,0.9997329834932825
ENSG00000163485,GPCR,LG,0.9998563697804421,0.9999921139579254
ENSG00000163485,GPCR,WAG,0.9998960181898989,0.9999966552825946
