dataset,sequences,sites,model,type,logl,AICc,nparam,treelength
1W0H_A,86,427,JTT-G,enzyme,-28043.2378814,56466.4417105,189,47.5933769564
1UAQ_A,301,327,JC69-G,enzyme,-45181.735358,91609.3184161,619,71.7627433727
1GA8_A,131,500,mtMet-No,enzyme,-69261.2615713,139080.901579,278,90.7743068722
1YCF_A,301,608,HIVBm-No,enzyme,-142438.287525,286116.769843,618,91.9614923433
1POW_A,301,840,JTT-G,enzyme,-184089.78064,369420.604496,619,87.2739818142
1GCB_A,301,783,mtMet-G,enzyme,-152494.851039,306230.967416,619,146.19573449
1TAH_B,301,627,LG-No,enzyme,-101685.253682,204610.574623,618,76.8982372902
1GCB_A,301,783,WAG-No,enzyme,-157208.947429,315657.149648,618,77.7002623148
1YON_A,301,523,gcpREV-G,enzyme,-104113.629861,209470.154782,619,117.305269554
1TRK_B,301,1055,WAG-No,enzyme,-180185.121743,361608.657488,618,55.7721007899
1POW_A,301,840,LG-G,enzyme,-181516.250507,364273.544229,619,101.269128154
1G6T_A,301,753,HIVBm-No,enzyme,-123154.96353,247549.311879,618,62.9411794917
1TAH_B,301,627,JC69-G,enzyme,-106197.878193,213637.83683,619,86.0326492839
1QI9_A,97,1462,JC69-G,enzyme,-79625.2890431,159673.209885,211,50.9990349814
1G79_A,301,319,JC69-No,enzyme,-69430.6103064,140105.240361,618,62.9524026952
3CSM_A,301,813,LG-No,enzyme,-83750.2820437,168739.69847,618,70.9105986996
1DBT_A,301,314,JC69-No,enzyme,-85139.4443747,171523.037043,618,73.4843450474
1CBG_A,301,1260,HIVBm-No,enzyme,-159625.249669,320488.519943,618,72.9794810053
1QRG_A,301,416,LG-No,enzyme,-69071.7555969,139385.651663,618,92.1161943393
3ECA_A,301,471,JC69-G,enzyme,-114993.940889,231231.319642,619,89.6552860542
1E3V_A,216,220,gcpREV-G,enzyme,-32439.7728269,65786.1307399,449,76.8226580391
1H3I_A,39,647,HIVBm-No,enzyme,-19817.6954681,39824.1014143,94,24.3586731095
1QFM_A,301,1406,HIVBm-G,enzyme,-216754.732979,434749.282299,619,118.645984935
1GP1_A,301,411,JC69-No,enzyme,-60147.8195723,121537.854691,618,68.7362535697
1OS7_A,301,481,WAG-G,enzyme,-90821.7738348,182886.871994,619,73.8362214499
1OS7_A,301,481,HIVBm-No,enzyme,-101023.11273,203287.532573,618,89.5870872515
1A4L_A,301,888,LG-G,enzyme,-111749.458978,224739.796291,619,161.790128807
1ZE1_A,301,532,HIVBm-No,enzyme,-134793.304072,270827.404518,618,129.155086555
1TAH_B,301,627,WAG-G,enzyme,-95989.3153331,193220.71111,619,89.8517793586
1EXP_A,158,502,HIVBm-No,enzyme,-65305.8375421,131278.474573,332,46.6608095429
1H3I_A,39,647,WAG-G,enzyme,-18991.3799331,38173.4854898,95,25.2883764476
1A8S_A,301,369,gcpREV-G,enzyme,-63713.3730377,128671.695527,619,76.3457526251
1MBB_A,301,469,JC69-No,enzyme,-122718.856482,246679.156465,618,72.2876413841
1CF2_O,301,475,JC69-G,enzyme,-106646.014706,214535.421285,619,67.4731952624
1GA8_A,131,500,JTT-No,enzyme,-67994.8057168,136547.98987,278,77.990431873
1OH9_A,301,409,JC69-G,enzyme,-97996.1127156,197236.49179,619,83.0951139599
1GPJ_A,301,659,gcpREV-No,enzyme,-163378.028349,327995.925839,618,103.846661163
1A8H_A,154,734,HIVBm-G,enzyme,-81426.5382471,163504.95654,325,64.3519971394
1CZ1_A,301,858,LG-G,enzyme,-147398.50922,296037.997659,619,87.1389089196
1C0K_A,301,1096,JTT-G,enzyme,-139993.819435,281227.969924,619,117.878145736
1C82_A,79,1360,JC69-No,enzyme,-67753.8837176,135856.335188,174,19.059464816
1SML_A,301,472,LG-No,enzyme,-113215.188781,227671.786313,618,99.811908762
1DEK_A,35,420,HIVBm-No,enzyme,-16131.0448287,32435.1136771,86,26.1939518313
1B8F_A,301,648,JC69-G,enzyme,-140817.72652,282877.400826,619,68.8766505384
1QFM_A,301,1406,JTT-G,enzyme,-211268.097758,423776.011856,619,91.6552004282
1GTP_A,301,338,JC69-G,enzyme,-63216.794786,127679.180308,619,68.8904917574
1FR8_A,121,821,JTT-G,enzyme,-34911.4103705,70342.1800328,259,69.2195827399
1CZ1_A,301,858,JTT-G,enzyme,-148949.349436,299139.678091,619,86.4845047042
3ECA_A,301,471,gcpREV-No,enzyme,-110826.17142,222893.763125,618,76.9142039827
1OAC_A,301,1304,WAG-G,enzyme,-210416.990805,422073.940252,619,83.4238222794
1A50_B,301,564,WAG-No,enzyme,-99156.2195824,199552.962408,618,48.9963635183
1SML_A,301,472,gcpREV-No,enzyme,-116094.889912,233431.188576,618,109.308356317
1H3I_A,39,647,WAG-No,enzyme,-19123.2919815,38435.2944412,94,19.6202438982
1C0K_A,301,1096,LG-G,enzyme,-138837.073636,278914.478326,619,117.778160536
1OS7_A,301,481,gcpREV-G,enzyme,-92929.5543156,187102.432956,619,98.7606736934
1B93_A,301,210,LG-No,enzyme,-45463.1163382,92174.4562229,618,69.0497338189
1IVH_A,301,650,WAG-No,enzyme,-90011.5657615,181263.054407,618,43.2871194444
1BQC_A,75,696,JTT-No,enzyme,-33823.7166475,67980.4988496,166,25.2029014565
1JOF_A,88,714,mtMet-No,enzyme,-32666.8225775,65718.8283157,192,20.4220662089
1BF2_A,301,1450,LG-No,enzyme,-213656.104532,428549.964524,618,65.5075107879
1ZE1_A,301,532,gcpREV-G,enzyme,-120645.136518,242533.084963,619,138.303218774
1DPG_A,301,674,JTT-G,enzyme,-140001.512974,281244.820978,619,84.9596154508
1K30_A,66,562,JTT-No,enzyme,-33836.7301471,67970.6541333,148,23.7638486889
1A50_B,301,564,LG-No,enzyme,-99928.2956903,201097.114624,618,50.1503731581
1EXP_A,158,502,gcpREV-G,enzyme,-59980.8518276,120630.520044,333,70.6480611599
1A8H_A,154,734,JC69-No,enzyme,-93685.840771,188021.550038,324,36.6448233859
1G6T_A,301,753,gcpREV-No,enzyme,-118241.116582,237721.617981,618,59.7660472496
1CBG_A,301,1260,gcpREV-G,enzyme,-146223.619765,293687.266681,619,138.434026887
1C82_A,79,1360,HIVBm-G,enzyme,-61970.8854312,124292.345146,175,39.1601409858
1H3I_A,39,647,gcpREV-G,enzyme,-19272.5243991,38735.7744218,95,33.7486255975
1E3V_A,216,220,HIVBm-No,enzyme,-34712.1908655,70328.9284796,448,76.1380827056
1BQC_A,75,696,LG-G,enzyme,-32290.8318673,64916.7421479,167,44.4704199218
1MBB_A,301,469,HIVBm-G,enzyme,-105222.627941,211688.717038,619,110.566137429
1DEK_A,35,420,mtMet-G,enzyme,-15112.8030996,30400.6541049,87,54.469094984
7ATJ_A,301,477,WAG-G,enzyme,-90782.2586377,182807.886442,619,109.169515496
1DEK_A,35,420,gcpREV-G,enzyme,-15023.7891611,30222.626228,87,47.8919457767
1C2T_A,301,284,mtMet-G,enzyme,-60099.5932488,121446.231087,619,103.746443745
3ECA_A,301,471,WAG-G,enzyme,-102135.17635,205513.790564,619,93.3094981022
1PMA_B,301,311,mtMet-No,enzyme,-72685.779993,146615.787403,618,86.5683655921
1GP1_A,301,411,WAG-G,enzyme,-51056.6951023,103357.625916,619,73.6465054813
1A8H_A,154,734,JC69-G,enzyme,-88190.4499466,177032.779939,325,41.6310299644
1MQW_A,301,313,mtMet-No,enzyme,-69860.37008,140964.914658,618,84.2183825436
1QFM_A,301,1406,JC69-No,enzyme,-249754.706418,500747.223313,618,69.7388683032
1GP1_A,301,411,HIVBm-G,enzyme,-52787.9693654,106820.174443,619,88.9925904075
1A8S_A,301,369,HIVBm-No,enzyme,-71468.9080529,144180.743077,618,53.8085646059
1HV9_A,301,574,WAG-G,enzyme,-112602.117465,226446.693497,619,61.5133289477
1E3V_A,216,220,gcpREV-No,enzyme,-33829.5278197,68563.602388,448,74.2039578179
1G79_A,301,319,HIVBm-G,enzyme,-59292.4451991,119830.936185,619,76.2098584189
1CTN_A,148,1485,mtMet-G,enzyme,-98945.4613116,198517.81827,313,85.0019402748
1DBT_A,301,314,HIVBm-G,enzyme,-72997.0149487,147240.204648,619,102.132763702
1C2T_A,301,284,JTT-G,enzyme,-58578.1528587,118403.350306,619,65.0619098213
1A8S_A,301,369,LG-G,enzyme,-62574.2433041,126393.43606,619,63.9096148948
COX3,344,418,JC69-No,mito,-51696.8415233,104806.600636,703,37.879291986
COX2,342,492,JC69-G,mito,-47391.6000086,96178.9734345,695,67.0731350724
PSAJ,345,65,LG-G,chloro,-1301.01026008,3668.85383067,521,7.47984869226
PSBM,345,138,mtMet-No,chloro,-1345.0273116,3635.36677186,468,4.52186731714
RPS19,341,171,HIVBm-G,chloro,-5137.09533586,11466.2727923,590,13.1783069872
ND4,344,698,HIVBm-No,mito,-126655.449784,254723.045814,704,77.319212944
RBCL,344,527,WAG-No,chloro,-13822.5177622,29024.2698101,687,3.51067544367
ND2,345,688,JC69-G,mito,-128473.219052,258364.668416,707,107.63772812
RPL22,322,348,gcpREV-G,chloro,-16242.00689,33732.9463499,621,48.9147143857
PSBB,330,519,LG-No,chloro,-8894.61639697,19003.5293064,605,2.05413446453
PSAC,344,101,mtMet-No,chloro,-898.243887164,2669.34065379,431,1.05662715963
PSBF,344,39,HIVBm-G,chloro,-272.594881791,1359.21741335,395,0.752635530101
PSBM,345,138,WAG-G,chloro,-1306.71895484,3560.79005223,469,5.40394951336
RPS16,279,156,HIVBm-No,chloro,-5705.70031074,12490.6419334,533,15.2493472432
RBCL,344,527,mtMet-G,chloro,-12134.9072924,25651.0641376,688,41.3107017471
PSBL,332,85,HIVBm-G,chloro,-720.666964621,2238.46323277,393,5.72405978441
NDHJ,325,175,HIVBm-G,chloro,-5110.61419111,11395.2420251,581,10.4233651601
RPOC1,339,957,WAG-No,chloro,-35999.1350659,73355.1057339,677,8.52060961353
CLPP,337,456,HIVBm-G,chloro,-15556.4896417,32368.0921254,625,31.6319668601
RPL36,345,77,mtMet-No,chloro,-1269.88205418,3484.29744169,464,7.50611145996
COX1,344,817,gcpREV-G,mito,-52664.7686128,106741.078031,704,68.4035674854
RPS16,279,156,LG-G,chloro,-5428.37144245,11938.034192,534,41.1666973949
CEMA,329,572,JC69-G,chloro,-25037.351236,51355.0499439,638,21.9201388196
PSBT,345,509,gcpREV-G,chloro,-2139.65897703,5215.81378303,467,8.42133748257
RPS2,343,311,gcpREV-G,chloro,-12150.1082326,25583.9061118,638,11.6109069768
RBCL,344,527,gcpREV-G,chloro,-11993.3538529,25367.9572587,688,34.8925803019
RPL20,345,223,JTT-G,chloro,-10922.7897637,23154.6393687,649,49.9038062913
PETG,344,38,WAG-G,chloro,-577.032031226,2039.10970035,428,2.44294156653
PSAJ,345,65,LG-No,chloro,-1360.79824219,3786.33351871,520,4.80075710717
PSBC,341,490,gcpREV-No,chloro,-5720.93045762,12658.279889,606,1.24099531766
ND2,345,688,JTT-G,mito,-114457.655145,230333.540603,707,126.149973848
PSBT,345,509,JTT-G,chloro,-2150.21047153,5236.91677204,467,8.83684473067
ATPE,345,160,mtMet-G,chloro,-6609.4246245,14489.3262423,628,13.7642873484
RPS19,341,171,gcpREV-G,chloro,-5111.89743538,11415.8769914,590,12.64747988
INFA,200,143,LG-G,chloro,-3261.38338351,7243.76666079,356,14.9968272471
RPS3,344,390,JC69-G,chloro,-18719.085384,38776.8261283,666,18.1009499299
COX2,342,492,JTT-G,mito,-40163.4937503,81722.760918,695,76.4301899469
PSBH,345,86,JC69-G,chloro,-3627.10852583,8512.38109669,616,47.0029027068
CYTB,341,482,JTT-No,mito,-74965.8829237,151331.711028,697,44.1435153095
RPS16,279,156,LG-No,chloro,-5765.76275223,12610.7668164,533,14.5243952522
ND4,344,698,gcpREV-G,mito,-116334.594966,234083.347973,705,110.831545717
NDHG,320,205,WAG-No,chloro,-10541.5628813,22304.4077271,605,9.86189645856
RPL22,322,348,HIVBm-No,chloro,-17291.1283396,35829.1668959,620,23.6699447469
PSBH,345,86,WAG-G,chloro,-3097.46213605,7453.08831712,616,18.5810416009
RPOB,340,1351,mtMet-No,chloro,-49311.5294426,99983.0722284,679,8.19237359197
PETG,344,38,mtMet-No,chloro,-582.073416926,2047.05477438,427,2.05291051092
PSBM,345,138,JTT-No,chloro,-1326.75025304,3598.81265473,468,4.61097806012
NDHC,321,151,mtMet-No,chloro,-4231.26967012,9612.03322358,568,5.40400989871
RPS16,279,156,gcpREV-G,chloro,-5298.08059727,11677.4525016,534,51.624774323
RPS19,341,171,WAG-G,chloro,-5163.20093482,11518.4839902,590,11.6618563164
PETL,339,65,mtMet-G,chloro,-1504.74747881,4083.07375817,524,11.4499499075
PETN,340,49,JTT-No,chloro,-491.060053659,1841.79252111,419,1.94054106355
ND5,343,976,WAG-No,mito,-181827.973294,365062.90114,702,76.3991116827
PSBL,332,85,JC69-No,chloro,-739.776825446,2274.62606258,392,3.02206947882
CYTB,341,482,mtMet-G,mito,-67240.1501422,135882.26256,698,82.4899275045
CLPP,337,456,JC69-No,chloro,-18853.2142002,38959.5248741,624,17.6666455604
NDHJ,325,175,JC69-No,chloro,-6549.08046614,14270.1330785,580,285.476869501
RPS4,346,277,LG-No,chloro,-11582.3880277,24431.1000061,629,9.24548816433
RPS19,341,171,HIVBm-No,chloro,-5407.41676433,12004.8745536,589,9.39157412623
PETL,339,65,WAG-No,chloro,-1571.07542488,4213.63102269,523,7.84814719162
NDHJ,325,175,WAG-G,chloro,-5274.75176071,11723.5171643,581,8.1060047127
NDHE,325,107,LG-No,chloro,-3358.81879671,7843.6077863,554,5.05157727029
PSBF,344,39,JC69-No,chloro,-346.254794635,1504.41405129,394,0.969639991838
ATPE,345,160,WAG-G,chloro,-6608.21432861,14486.9056505,628,12.2874796099
PETB,341,269,WAG-G,chloro,-3831.53586305,8824.38938581,577,535.043487554
CYTB,341,482,gcpREV-No,mito,-75336.0159892,152071.977159,697,46.306933967
ATPH,344,104,JTT-No,chloro,-709.593071505,2238.48385293,405,0.780068275835
NDHE,325,107,JTT-No,chloro,-3270.2850386,7666.54027007,554,5.01885895725
ND2,345,688,mtMet-G,mito,-112886.931444,227192.093202,707,140.769081978
RPS19,341,171,JC69-No,chloro,-6178.21417457,13546.4693741,589,10.116113481
PSBB,330,519,mtMet-No,chloro,-8827.23097041,18868.7584533,605,2.06227762331
COX1,344,817,HIVBm-No,mito,-61122.4229049,123654.376558,703,23.5122030934
RPS4,346,277,WAG-No,chloro,-11435.6092828,24137.5425164,629,9.03562547227
RBCL,344,527,HIVBm-No,chloro,-14388.4847085,30156.2037028,687,3.59558965395
PSBT,345,509,HIVBm-No,chloro,-2193.85980407,5322.204757,466,3.95070101891
RPS2,343,311,HIVBm-No,chloro,-12843.1929925,26968.0514918,637,9.44736377771
COX3,344,418,HIVBm-G,mito,-41819.9240858,85054.7854894,704,88.5716811048
PSAB,344,774,JC69-G,chloro,-12011.880777,25286.754721,630,4.99174604406
RPOB,340,1351,gcpREV-No,chloro,-48428.4387953,98216.8909338,679,8.09033612707
PETB,341,269,LG-No,chloro,-4141.72518754,9442.74263417,576,3.83999485652
ATPE,345,160,LG-No,chloro,-6962.73201549,15193.894728,627,8.4594378284
ATPH,344,104,mtMet-G,chloro,-712.696829665,2246.73754805,406,0.899405446879
NDHE,325,107,WAG-G,chloro,-3232.30917809,7592.65395044,555,6.07497668427
RPL36,345,77,JC69-No,chloro,-1400.36622338,3745.2657801,464,6.74672569917
NDHJ,325,175,LG-No,chloro,-5631.14269092,12434.2575281,580,6.25881657449
PSBJ,344,51,HIVBm-No,chloro,-992.108327025,2988.20047111,488,3.86986799161
ACCD,272,1523,JTT-No,chloro,-52018.1799166,105135.819565,549,20.3955172478
ATPH,344,104,mtMet-No,chloro,-719.677225678,2258.65216128,405,0.780075007766
RPS4,346,277,WAG-G,chloro,-10729.5286269,22727.4077596,630,11.8635754593
PETG,344,38,gcpREV-No,chloro,-554.497210432,1991.90236139,427,2.04834079606
RPOC1,339,957,JTT-G,chloro,-33574.5752483,68507.9944844,678,14.1248623612
NDHG,320,205,HIVBm-G,chloro,-9925.49772618,21074.3148868,606,14.8485353693
ND3,345,171,mtMet-No,mito,-30707.0174304,62837.0155955,703,73.2868831152
PSBA,344,363,HIVBm-G,chloro,-2817.52948079,6701.60282518,531,20.3472390992
RPS11,346,169,mtMet-No,chloro,-7124.1994184,15483.3237962,611,9.80533310338
NDHD,319,573,gcpREV-G,chloro,-24538.3424764,50355.1472995,637,13.4216510467
RPS14,345,115,LG-G,chloro,-5053.887292,11355.1094534,614,10.171071073
RPL22,322,348,JC69-G,chloro,-17880.6620081,37010.2565861,621,32.691294737
YCF1,276,6294,gcpREV-G,chloro,-247107.385993,495353.145515,569,48.4501375418
RPL14,346,182,mtMet-No,chloro,-5055.26885258,11322.1007713,600,6.15349365329
RPS19,341,171,LG-No,chloro,-5448.29061241,12086.6222497,589,9.41974699944
PSBK,344,84,HIVBm-G,chloro,-3474.9556003,8194.17790497,609,62.0712870305
PSBE,343,113,gcpREV-G,chloro,-908.957663372,2726.46376184,449,1.4721766646
ND4L,343,122,mtMet-No,mito,-25756.1656942,52927.9097014,696,82.711151888
PSAJ,345,65,JC69-No,chloro,-1507.41835152,4079.57373738,520,4.95587404995
PSBH,345,86,LG-No,chloro,-3383.88067549,8023.83968787,615,7.13918207231
PSBT,345,509,JTT-No,chloro,-2175.78399924,5286.05314734,466,3.86022662768
PSBK,344,84,gcpREV-No,chloro,-3694.38233356,8630.94432563,608,10.4662660665
RPS16,279,156,WAG-G,chloro,-5390.12637719,11861.5440615,534,41.8830073529
NDHK,316,379,HIVBm-No,chloro,-13283.0706065,27782.2948912,605,9.25925843867
ATPB,344,602,mtMet-G,chloro,-13063.5830894,27461.4572912,665,7.03174631399
RPOB,340,1351,HIVBm-G,chloro,-45957.0593838,93276.1380455,680,13.0400551805
RPS14,345,115,HIVBm-G,chloro,-4921.25786862,11089.8506067,614,12.6505908024
ATPE,345,160,JC69-G,chloro,-7569.3514054,16409.1798041,628,14.3048644943
NDHH,323,414,JC69-G,chloro,-14307.8382491,29871.5557133,625,7.71456024598
RPS14,345,115,JC69-No,chloro,-5736.10305484,12717.4776081,613,8.43872575647
PSAJ,345,65,JC69-G,chloro,-1454.85091973,3976.53514996,521,23.0246030698
RPS15,342,135,LG-G,chloro,-7678.16654314,16633.7919677,630,46.0127406078
RPS14,345,115,WAG-No,chloro,-5228.48926121,11702.2500209,613,8.20821734512
RPOB,340,1351,JC69-No,chloro,-55943.7286764,113247.470696,679,8.33100038974
NDHD,319,573,HIVBm-No,chloro,-26366.2656569,54008.9796475,636,9.12277853372
PSAJ,345,65,HIVBm-G,chloro,-1284.28077675,3635.394864,521,6.74374043405
RPL16,344,160,gcpREV-No,chloro,-6123.34595978,13531.538622,635,7.15483529227
CCSA,337,426,mtMet-No,chloro,-31958.0059433,65274.4177654,676,17.664141861
PSBJ,344,51,gcpREV-G,chloro,-913.591679088,2833.28351063,489,4.9973460353
PSBK,344,84,JC69-No,chloro,-4241.61512629,9725.40991108,608,11.3278425006
YCF1,276,6294,mtMet-G,chloro,-250875.073767,502888.521063,569,52.7306256987
PETD,339,247,WAG-No,chloro,-3363.17700228,7825.53458782,546,2.29588779717
PETG,344,38,LG-No,chloro,-600.066401003,2083.04074253,427,2.09588717552
PSAJ,345,65,WAG-G,chloro,-1298.59044395,3664.01419841,521,7.83678589495
RPL33,344,93,WAG-No,chloro,-4804.80547827,10874.1571935,620,12.2259430574
PSAI,341,88,LG-G,chloro,-2176.96077359,5480.72429043,553,14.2581531572
PETA,343,362,mtMet-G,chloro,-11626.4583525,24573.9171584,657,18.3739021357
NDHK,316,379,gcpREV-G,chloro,-12051.2406112,25320.6552952,606,54.0227078914
NDHG,320,205,JC69-No,chloro,-11891.4138257,25004.1096159,605,10.7171299444
RPL2,340,348,JTT-G,chloro,-9139.72400665,19546.2036149,630,13.1567924183
PSBA,344,363,JC69-No,chloro,-3283.03655241,7630.59984981,530,0.759113436375
PSBE,343,113,HIVBm-No,chloro,-965.024086385,2836.54945181,448,1.20126467743
PSBE,343,113,JTT-No,chloro,-962.866571398,2832.23442184,448,1.20428757562
YCF2,289,5152,gcpREV-No,chloro,-150197.044459,301568.552732,587,17.0061094798
RPL36,345,77,HIVBm-G,chloro,-1209.7583276,3366.12188911,465,17.9086465767
ND5,343,976,mtMet-G,mito,-166217.273888,333843.510753,703,153.28260106
YCF1,276,6294,HIVBm-No,chloro,-253840.976621,508818.325459,568,33.880299018
PSBM,345,138,LG-No,chloro,-1356.8729755,3659.05809967,468,4.72780409839
PSBB,330,519,WAG-G,chloro,-8218.36664356,17653.0440282,606,3.23645829616
ATPB,344,602,WAG-No,chloro,-14727.3989801,30787.0761655,664,3.62838231634
RPS16,279,156,JTT-No,chloro,-5636.56575233,12352.3728166,533,14.0249141597
ATPA,344,535,mtMet-G,chloro,-14297.4512674,29905.560055,653,7.44461685352
RPOA,341,465,HIVBm-G,chloro,-25702.4895024,52772.8623741,681,22.4715981848
RPS4,346,277,JTT-No,chloro,-11202.7989754,23671.9219016,629,9.08624316649
ATP8,330,132,gcpREV-G,mito,-20774.8107657,42914.7121183,672,111.102800699
CYTB,341,482,WAG-G,mito,-68290.7086221,137983.37952,698,75.1158161284
NDHE,325,107,WAG-No,chloro,-3339.71661763,7805.40342812,554,5.01505344136
ATPH,344,104,WAG-No,chloro,-721.970363941,2263.23843781,405,0.79483169274
PSBE,343,113,JTT-G,chloro,-922.907410866,2754.36325683,449,1.46213230784
RPS12,339,181,gcpREV-G,chloro,-3101.80883953,7303.40407341,545,126.060383011
NDHG,320,205,mtMet-No,chloro,-10578.1464799,22377.5749243,605,10.1850785219
PSBH,345,86,HIVBm-G,chloro,-3034.27743963,7326.71892427,616,19.4636711373
RPS14,345,115,JTT-G,chloro,-4909.16674253,11065.6683545,614,9.81971938663
RPS15,342,135,gcpREV-No,chloro,-7828.58272569,16932.5686134,629,15.8737861655
ACCD,272,1523,gcpREV-G,chloro,-49959.4863447,101020.437743,550,45.3506025854
PSAI,341,88,JC69-No,chloro,-2581.26043285,6287.2478051,552,11.7395980861
PETL,339,65,JTT-No,chloro,-1521.85526352,4115.19069998,523,7.83189722766
PSBB,330,519,HIVBm-G,chloro,-8145.9516994,17508.2141399,606,3.28810080403
NDHJ,325,175,LG-G,chloro,-5285.56333168,11745.1403063,581,14.3615714846
NDHD,319,573,HIVBm-G,chloro,-24784.7603385,50847.9830237,637,13.9519930216
YCF2,289,5152,mtMet-No,chloro,-152024.897799,305224.259412,587,17.7468423037
PETN,340,49,WAG-No,chloro,-498.659671505,1856.9917568,419,1.97845491015
PSAC,344,101,JC69-No,chloro,-959.437277088,2791.72743363,431,1.13649601715
PSBF,344,39,mtMet-No,chloro,-278.795746187,1369.4959544,394,0.743671242913
ATP8,330,132,JC69-G,mito,-22892.8038068,47150.6982006,672,91.2685367768
ND5,343,976,JTT-No,mito,-181607.710005,364622.374561,702,77.8778625031
PSBM,345,138,WAG-No,chloro,-1337.49932038,3620.31078942,468,4.65570500327
NDHG,320,205,JTT-G,chloro,-9928.14285909,21079.6051526,606,14.8960226364
ND5,343,976,LG-No,mito,-182740.108668,366887.171886,702,79.6703664083
CYTB,341,482,WAG-No,mito,-74825.8025525,151051.550285,697,43.3862815198
ATPH,344,104,JTT-G,chloro,-703.685704749,2228.71529821,406,0.832723996163
RPL2,340,348,HIVBm-G,chloro,-9125.7610649,19518.2777314,630,15.6893491972
NDHG,320,205,JTT-No,chloro,-10346.753474,21914.7889125,605,9.84266680798
RPS12,339,181,HIVBm-No,chloro,-3276.53364191,7650.81767024,544,10.4541443128
RPL2,340,348,JC69-No,chloro,-10791.8004785,22848.335089,629,7.97766966662
RPS12,339,181,LG-G,chloro,-3143.11597629,7386.01834695,545,101.237307249
RPS11,346,169,JTT-G,chloro,-6613.9524102,14464.8723115,612,40.2257364325
ND6,344,384,mtMet-G,mito,-59102.0357993,119621.647974,705,147.612123381
CEMA,329,572,LG-No,chloro,-23457.9491356,48194.2321129,637,16.1999456571
NDHB,322,576,JC69-G,chloro,-11672.4709743,24512.6123238,582,5.670049104
RPOB,340,1351,LG-No,chloro,-49756.388855,100872.791053,679,8.06417652415
ACCD,272,1523,HIVBm-No,chloro,-52286.3978578,105672.255448,549,22.2516921992
PSBI,343,63,mtMet-No,chloro,-955.745133754,2795.23968899,433,7.86716544771
PETB,341,269,mtMet-G,chloro,-3814.28460547,8789.88687065,577,3346.22747178
PSAC,344,101,HIVBm-G,chloro,-869.287259143,2613.47807691,432,30.0803563224
RPS11,346,169,gcpREV-No,chloro,-6956.27620955,15147.4773785,611,9.63443075124
NDHD,319,573,gcpREV-No,chloro,-26002.44691,53281.3421538,636,8.93820636858
ATP8,330,132,HIVBm-No,mito,-21472.9008167,44308.8290536,671,125.388039381
PSBB,330,519,JC69-No,chloro,-10680.6362184,22575.5689493,605,2.31045649204
ATP8,330,132,JTT-G,mito,-20604.6441252,42574.3788372,672,104.132704839
RPOC1,339,957,JTT-No,chloro,-35469.8407804,72296.5171628,677,8.58887813636
NDHD,319,573,JC69-No,chloro,-30706.3376764,62689.1236867,636,9.78351894038
RPS3,344,390,JTT-G,chloro,-16018.651626,33375.9586122,666,17.7183940084
PSAI,341,88,HIVBm-G,chloro,-2097.17076261,5321.14426848,553,16.7226837526
RBCL,344,527,JTT-No,chloro,-13898.4271666,29176.0886188,687,3.50633711006
PSBH,345,86,JC69-No,chloro,-3983.22019023,9222.51871735,615,8.13324088856
PETL,339,65,mtMet-No,chloro,-1539.69829455,4150.87676203,523,7.76560122567
YCF2,289,5152,mtMet-G,chloro,-149490.290961,300157.047315,588,26.9994147779
NDHB,322,576,JTT-G,chloro,-10436.7432071,22041.1567893,582,8.27471138867
RPL14,346,182,mtMet-G,chloro,-4771.6294469,10756.8606895,601,8.22993578218
NDHH,323,414,mtMet-No,chloro,-12888.8105519,27031.4814914,624,4.61650160026
PSBJ,344,51,JC69-G,chloro,-1108.76765293,3223.63545832,489,37.6281922967
YCF2,289,5152,LG-No,chloro,-153285.345064,307745.153941,587,16.8745422406
RPL32,329,145,mtMet-No,chloro,-6116.10091788,13453.6669851,603,19.7746210026
RPL22,322,348,LG-No,chloro,-17522.0033057,36290.9168281,620,22.6381652652
NDHK,316,379,LG-G,chloro,-12491.3924073,26200.9588875,606,57.3414953339
RPOA,341,465,JC69-No,chloro,-30597.541887,62560.9498528,680,15.4252010305
YCF2,289,5152,JC69-G,chloro,-156567.122783,314310.710961,588,18.6945353145
RPS19,341,171,JC69-G,chloro,-5886.41039844,12964.9029175,590,23.0856708681
ATPF,342,238,mtMet-G,chloro,-12130.1274406,25599.1939256,664,19.9706347301
INFA,200,143,JC69-No,chloro,-3655.55006103,8030.04927941,355,9.05153876142
NDHH,323,414,gcpREV-No,chloro,-12761.7219046,26777.3041967,624,4.62519317158
RPS16,279,156,WAG-No,chloro,-5708.81865747,12496.8786269,533,13.6668950638
MATK,342,775,JTT-G,chloro,-60298.5276751,121994.736094,697,29.8122928478
ATPB,344,602,JTT-G,chloro,-13116.0345455,27566.3602035,665,21.1512622117
ATPB,344,602,JTT-No,chloro,-14534.514188,30401.3065813,664,3.61564435755
PSBN,341,98,gcpREV-G,chloro,-1038.10953339,2935.14259602,424,4.96892530245
RPS2,343,311,gcpREV-No,chloro,-12685.2706418,26652.2067902,637,9.27437093737
PSBE,343,113,WAG-No,chloro,-967.973737872,2842.44875478,448,1.21103317143
ATPI,344,272,LG-G,chloro,-6641.67984195,14541.7789131,625,8.2987952384
RPS2,343,311,mtMet-G,chloro,-12466.3760762,26216.441799,638,17.8445573266
PETD,339,247,HIVBm-No,chloro,-3336.75372744,7772.68803815,546,2.34550266229
